id_ctzc;ecld_chefe_fmla;prfr_eqpt_csmr_menos_ee;dslg_tv_qund_n_esta_usdo;evita_eqpt_sb;porta_jnla_fcdo_usar_arcd;dslg_arcd_qund_fora_abte;evita_longo_banho_ce;usa_ce_posc_verao_ecnz_ee;evita_gldr_abta;n_guad_almt_qent_e_dstd_gldr;rglr_tmtt_gldr_cfrm_etac;n_seca_roupa_gldr;mntm_brch_gldr_bom_estd;usar_mdl_smnt_qund_cpcd_maxm;acml_roupa_pssr;dslg_fp_qund_encr_svco;usar_tmpr_idca_tcdo_fp;prfr_lmpd_led_frct;evita_ligar_lmpd_drte_dia;dslg_lmpd_abte_dcpd;elmn_pblm_itlc_eltc;rcbe_info_ecnz_ee;gtra_rcbr_info_ecnz_ee
5008;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
5009;Fundamental I completo / Fundamental II incompleto;Raramente;Normalmente;Normalmente;;;;;Normalmente;Normalmente;Normalmente;Raramente;Normalmente;N/A;N/A;N/A;Nunca;Normalmente;Normalmente;Normalmente;Sempre;Não;Não
5010;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Normalmente;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
5011;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;N/A;Normalmente;Sempre;Sempre;Sempre;Sim;
5012;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Nunca;Nunca;Nunca;Nunca;Nunca;Sempre;N/A;N/A;Nunca;Sempre;Sempre;Sempre;Sempre;Sim;
5013;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Raramente;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Raramente;Raramente;Raramente;Sempre;Sempre;Sempre;Sempre;Sim;
5014;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Sempre;Sempre;Não;Sim
5015;Médio completo/Superior incompleto;Sempre;Sempre;Raramente;;;;;Sempre;Sempre;Normalmente;Sempre;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
5016;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Normalmente;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Normalmente;Sim;
5017;Fundamental completo/Médio incompleto;Sempre;Sempre;Normalmente;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sim;
5018;Médio completo/Superior incompleto;Normalmente;Sempre;Normalmente;;;;;Normalmente;Sempre;Normalmente;Sempre;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
5019;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Nunca;;;;;Sempre;Sempre;Raramente;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
5020;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Nunca;Nunca;Normalmente;Nunca;Normalmente;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
5021;Superior completo;Normalmente;Normalmente;Sempre;;;;;Nunca;Nunca;Nunca;Nunca;Nunca;Sempre;Normalmente;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Sim;
5022;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;Normalmente;Sempre;;;Raramente;Nunca;Raramente;Nunca;Sempre;Sempre;N/A;N/A;N/A;Normalmente;Normalmente;Sempre;Raramente;Sim;
5023;Fundamental completo/Médio incompleto;Sempre;Sempre;N/A;Sempre;Nunca;;;Normalmente;Normalmente;Nunca;Nunca;Raramente;Normalmente;Normalmente;Sempre;Raramente;Sempre;Sempre;Sempre;N/A;Não;Não
5024;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Nunca;Nunca;Nunca;Nunca;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Não;Sim
5025;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Nunca;Normalmente;Nunca;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
5026;Analfabeto / Fundamental I incompleto;Normalmente;Raramente;Normalmente;;;;;Nunca;Nunca;Nunca;Nunca;Nunca;N/A;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Não;Sim
5027;Médio completo/Superior incompleto;Normalmente;Raramente;Normalmente;;;;;Normalmente;Normalmente;Normalmente;Nunca;Sempre;Raramente;N/A;N/A;N/A;Sempre;Sempre;Raramente;Raramente;Sim;
5028;Fundamental completo/Médio incompleto;Sempre;Sempre;Nunca;;;;;Sempre;Sempre;N/A;Raramente;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
5029;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Nunca;Sempre;Nunca;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
5030;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Nunca;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
5031;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Raramente;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
5032;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Nunca;Nunca;Raramente;Sempre;Sempre;Sempre;Sempre;Sim;
5033;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
5034;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
5035;Fundamental completo/Médio incompleto;Sempre;N/A;N/A;;;;;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
5036;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Normalmente;Nunca;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sim;
4027;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Normalmente;Raramente;Sempre;Raramente;N/A;Raramente;Raramente;Raramente;Sempre;Sempre;Sempre;Sempre;Não;Sim
4028;Superior completo;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Raramente;Raramente;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
4029;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Nunca;Nunca;Nunca;Nunca;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Nunca;Sim;
4030;Fundamental completo/Médio incompleto;Normalmente;Normalmente;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
4031;Fundamental I completo / Fundamental II incompleto;Sempre;Normalmente;Normalmente;;;;;Normalmente;Normalmente;Normalmente;Raramente;Normalmente;N/A;N/A;N/A;N/A;Normalmente;Normalmente;Sempre;Raramente;Sim;
4032;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
4033;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;Nunca;Sempre;Sempre;Sempre;Sempre;Não sabe/não responde;Não
4034;Médio completo/Superior incompleto;Normalmente;Sempre;Sempre;Normalmente;Sempre;;;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
4035;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Normalmente;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
4036;Superior completo;Sempre;Sempre;Sempre;;;;;Normalmente;Nunca;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Raramente;Sim;
4037;Superior completo;Sempre;Sempre;Raramente;Sempre;Sempre;Normalmente;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Normalmente;Não;Sim
4038;Analfabeto / Fundamental I incompleto;Normalmente;Normalmente;Sempre;;;;;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Não;Sim
4039;Superior completo;Sempre;Normalmente;Sempre;;;;;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Não;Sim
4040;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Sim;
4041;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;N/A;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Sim;
4042;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;Normalmente;Normalmente;;;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Não;Sim
4043;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Normalmente;Sempre;Nunca;Normalmente;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
4044;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Não;Sim
4045;Analfabeto / Fundamental I incompleto;Raramente;Sempre;Sempre;Sempre;Sempre;;;Nunca;Nunca;Sempre;Nunca;Sempre;Nunca;N/A;N/A;N/A;Sempre;Sempre;Sempre;Normalmente;Sim;
4046;Médio completo/Superior incompleto;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;;;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sim;
4047;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Nunca;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
4048;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Raramente;Sempre;Raramente;Raramente;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
4049;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Nunca;;;;;Normalmente;Nunca;Nunca;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Nunca;Não;Sim
4050;Médio completo/Superior incompleto;Normalmente;Normalmente;Normalmente;;;;;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sim;
4051;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Nunca;N/A;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
4052;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
4053;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Sempre;Sempre;N/A;Nunca;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
4054;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Nunca;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
4055;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;;;N/A;Sempre;N/A;Sempre;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
4056;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Raramente;;;;;Sempre;Nunca;N/A;Nunca;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
4057;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Nunca;Nunca;Nunca;Nunca;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Normalmente;Não;Sim
4058;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Nunca;Sempre;Nunca;Sempre;Sempre;Sempre;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
4059;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
4060;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Não;Sim
4061;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Normalmente;Sempre;Sempre;N/A;N/A;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
4062;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Normalmente;Sempre;Sempre;N/A;N/A;Raramente;Normalmente;Sempre;Sempre;Sempre;Sempre;Sim;
4063;Analfabeto / Fundamental I incompleto;Sempre;N/A;N/A;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Não
4064;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Nunca;Nunca;Sempre;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
4065;Médio completo/Superior incompleto;Sempre;Normalmente;Raramente;Sempre;Sempre;;;Nunca;Nunca;Sempre;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
4066;Fundamental completo/Médio incompleto;Sempre;Nunca;Nunca;;;;;Sempre;Nunca;Nunca;Raramente;Raramente;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
4067;Fundamental I completo / Fundamental II incompleto;Normalmente;Normalmente;Normalmente;;;;;Normalmente;Sempre;Sempre;Normalmente;Sempre;N/A;N/A;N/A;N/A;Normalmente;Sempre;Normalmente;Normalmente;Não;Sim
4068;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Normalmente;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
4069;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Raramente;;;;;Sempre;Sempre;Sempre;Sempre;Normalmente;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
4070;Superior completo;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Sim;
4071;Analfabeto / Fundamental I incompleto;Normalmente;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
4072;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Normalmente;Sempre;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Normalmente;Sim;
4073;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Normalmente;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
4074;Médio completo/Superior incompleto;Sempre;Normalmente;Nunca;;;;;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Raramente;Normalmente;Sempre;Sempre;Sempre;Não;Sim
4075;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Raramente;Sempre;Sempre;Sempre;Sempre;Raramente;Normalmente;Sempre;Sempre;Sempre;Sempre;Não;Sim
4076;Superior completo;Sempre;Normalmente;Sempre;Sempre;Sempre;;;Sempre;Normalmente;Raramente;Sempre;Normalmente;Sempre;Raramente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Não;Sim
4077;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;Sempre;Normalmente;;;Sempre;Raramente;Raramente;Sempre;Normalmente;Raramente;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Normalmente;Não;Sim
4078;Superior completo;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Nunca;Nunca;Sempre;Nunca;Sempre;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Não;Sim
4079;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Nunca;Nunca;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
4080;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Nunca;Sempre;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Não
4081;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Nunca;Normalmente;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
4082;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Nunca;Sempre;Sempre;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
4083;Médio completo/Superior incompleto;Normalmente;Sempre;Sempre;;;;;Sempre;Sempre;N/A;Sempre;Sempre;N/A;N/A;N/A;N/A;Nunca;Sempre;Sempre;Sempre;Sim;
4084;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;N/A;Nunca;N/A;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
4085;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
4086;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Raramente;Sempre;Sempre;Sempre;Não;Sim
4087;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Raramente;Sempre;Sempre;Sempre;Não;Sim
4088;Médio completo/Superior incompleto;Sempre;Normalmente;N/A;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
4089;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;Nunca;Sempre;Sempre;Sempre;Sempre;Sim;
4090;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;N/A;N/A;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
4091;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Normalmente;Nunca;Nunca;Nunca;Sempre;Sempre;Nunca;Nunca;Sempre;Sempre;Sempre;Sempre;Raramente;Não;Sim
4092;Fundamental completo/Médio incompleto;Sempre;Sempre;Normalmente;N/A;N/A;;;Nunca;Nunca;Nunca;Nunca;Sempre;Sempre;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
4093;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Nunca;Nunca;Nunca;Nunca;Sempre;Sempre;Nunca;Sempre;Nunca;Sempre;Sempre;Sempre;Normalmente;Sim;
4094;Médio completo/Superior incompleto;Raramente;Sempre;Sempre;;;;;Sempre;Normalmente;Nunca;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
4095;Fundamental completo/Médio incompleto;Sempre;Sempre;Nunca;;;;;Sempre;Nunca;Nunca;Nunca;Sempre;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
4096;Fundamental I completo / Fundamental II incompleto;Sempre;Nunca;Nunca;;;;;Sempre;Sempre;Sempre;N/A;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
4097;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Nunca;Nunca;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Não
4098;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Normalmente;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
4099;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Nunca;;;;;Sempre;Nunca;Nunca;Nunca;Nunca;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
4100;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Nunca;Nunca;Nunca;Nunca;N/A;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
4101;Superior completo;Sempre;Sempre;Normalmente;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
4102;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Normalmente;;;;;Raramente;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Normalmente;Sempre;Não;Sim
4103;Fundamental completo/Médio incompleto;Sempre;Sempre;Normalmente;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
4104;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Raramente;Nunca;Normalmente;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
4106;Médio completo/Superior incompleto;Sempre;Nunca;Nunca;;;;;Sempre;Nunca;Nunca;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
4107;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Raramente;Nunca;Sempre;Raramente;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Não;Não
4108;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;;;Raramente;Raramente;Sempre;Nunca;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
4109;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;Normalmente;Normalmente;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Não;Sim
4110;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Normalmente;Sempre;Sempre;N/A;N/A;N/A;Nunca;Sempre;Normalmente;Sempre;Sempre;Sim;
4111;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
4112;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;Nunca;Sempre;Sempre;Sempre;Sempre;Sim;
4113;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;Sempre;Raramente;;;Sempre;Sempre;Normalmente;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
4114;Superior completo;Sempre;Sempre;Normalmente;Sempre;Sempre;;;Sempre;Sempre;Normalmente;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sim;
4115;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Nunca;N/A;N/A;Normalmente;Sempre;Sempre;Sempre;Não;Sim
4116;Superior completo;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Normalmente;Sempre;Sempre;N/A;N/A;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
4117;Médio completo/Superior incompleto;Normalmente;Normalmente;Normalmente;;;;;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sim;
4118;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;N/A;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Normalmente;Sempre;Sempre;Sempre;Sim;
4119;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;Sempre;Sempre;;;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
4120;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
4121;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Normalmente;;;;;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
