id_dmcl;qt_banr;qt_atmv;qt_moto;tipo_fonte_agua;tipo_pvmt_rua;nu_mrdr;tipo_dmcl;cor_pdmn_prde_extn;ornt_mria_jnla;jnla_vras_prde;ar_dmcl_m2;mtrl_pdmn_prde_extn;mtrl_pdmn_tlhd;orig_ee_dmcl;fonte_prop_gerc_ee;tipo_atvd_dmcl
2782;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;3;Casa;Médio;Leste;Não;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2783;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;2;Casa;Escuro;Oeste;Não;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2784;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;3;Casa;Médio;Sul;Sim;;Alvenaria com revestimento externo;Madeira;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2785;2;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Sul;Sim;;Alvenaria com revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2786;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Não foi possível obter a informação;;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2787;3;2;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Norte;Não;;Alvenaria com revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2788;4;2;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Não foi possível obter a informação;Não;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2789;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Médio;Nordeste;Não;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2790;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Nordeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2791;1;1;0;Rede geral de distribuicao;Terra ou Cascalho;2;Casa;Médio;Nordeste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2792;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Noroeste;Não;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2793;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Sul;Não;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2794;3;2;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Oeste;Não;;Alvenaria com revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2795;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Não foi possível obter a informação;;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2796;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Noroeste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2797;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Nordeste;Não;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2798;2;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Não foi possível obter a informação;Não;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2799;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Noroeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2800;1;0;2;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Nordeste;Não;80.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2801;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Médio;Norte;Sim;60.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2802;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Norte;Não;;Alvenaria com revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2803;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Nordeste;Não;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2804;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Leste;Sim;46.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2805;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Sudeste;Sim;56.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2806;1;0;1;Poco ou nascente;Asfaltada ou Pavimentada;5;Casa;Médio;Leste;Não;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2807;1;0;1;Poco ou nascente;Asfaltada ou Pavimentada;4;Casa;Médio;Leste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2808;1;1;1;Rede geral de distribuicao;Terra ou Cascalho;5;Casa;Claro;Sul;Não;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2809;2;2;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Leste;Sim;59.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2810;1;0;1;Rede geral de distribuicao;Terra ou Cascalho;3;Casa;Escuro;Leste;Não;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2811;1;1;0;Rede geral de distribuicao;Terra ou Cascalho;4;Casa;Médio;Sudeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2812;1;1;2;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Médio;Sudeste;Não;;Alvenaria com revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2813;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Leste;Não;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2814;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Leste;Não;;Alvenaria com revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2815;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;5;Casa;Médio;Não foi possível obter a informação;Não;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2816;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Sul;Não;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2817;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Não foi possível obter a informação;Não;;Madeira;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2818;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Norte;Não;;Alvenaria com revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2819;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Noroeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2820;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Nordeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2821;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Médio;Norte;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2822;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Sudoeste;;;Alvenaria com revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2823;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Nordeste;Sim;120.0;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2824;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Nordeste;Sim;36.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2825;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Leste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2826;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Médio;Leste;Sim;;Alvenaria sem revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2827;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Leste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2828;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Médio;Norte;Sim;;Alvenaria com revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2829;1;0;1;Rede geral de distribuicao;Terra ou Cascalho;3;Casa;Claro;Nordeste;Não;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2830;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Claro;Sul;Não;;Alvenaria com revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2831;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Norte;Não;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2832;2;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Não foi possível obter a informação;Não;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2833;2;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Leste;Sim;120.0;Alvenaria com revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2834;1;0;1;Rede geral de distribuicao;Terra ou Cascalho;4;Casa;Médio;Oeste;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2835;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Oeste;Sim;;Madeira;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2836;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Oeste;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2837;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Noroeste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2838;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Leste;Sim;;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2839;2;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Escuro;Leste;Sim;70.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2840;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;8;Casa;Claro;Noroeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2841;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;9;Casa;Médio;Norte;Não;96.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2842;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Nordeste;Não;42.0;Madeira;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2843;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Sudeste;Não;108.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2844;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Sul;Não;106.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2845;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;7;Casa;Médio;Nordeste;Não;162.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2846;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Oeste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2847;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Norte;Sim;96.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2848;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Leste;Sim;38.0;Madeira;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2849;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Leste;Sim;69.0;Madeira;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2850;1;0;0;Poco ou nascente;Asfaltada ou Pavimentada;1;Casa;Claro;Sudoeste;Sim;82.0;Alvenaria com revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2851;1;0;0;Poco ou nascente;Asfaltada ou Pavimentada;3;Casa;Médio;Leste;Não;55.0;Madeira;Madeira;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2852;1;0;0;Poco ou nascente;Asfaltada ou Pavimentada;1;Casa;Claro;Leste;Não;37.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2853;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Leste;Sim;90.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2854;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Leste;Não;54.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
