id_dmcl;qt_banr;qt_atmv;qt_moto;tipo_fonte_agua;tipo_pvmt_rua;nu_mrdr;tipo_dmcl;cor_pdmn_prde_extn;ornt_mria_jnla;jnla_vras_prde;ar_dmcl_m2;mtrl_pdmn_prde_extn;mtrl_pdmn_tlhd;orig_ee_dmcl;fonte_prop_gerc_ee;tipo_atvd_dmcl
5965;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Não foi possível obter a informação;Não;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5966;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Não foi possível obter a informação;Sim;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5967;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Não foi possível obter a informação;Sim;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5968;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Norte;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5969;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Norte;Sim;120.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5970;1;2;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Escuro;Norte;Sim;100.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5971;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Norte;Não;150.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5972;1;0;1;Rede geral de distribuicao;Terra ou Cascalho;3;Casa;Médio;Sudeste;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5973;2;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Não foi possível obter a informação;Sim;;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5974;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Não foi possível obter a informação;Não;;Alvenaria sem revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5975;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Sul;Sim;52.0;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5976;3;2;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Leste;Sim;145.0;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5977;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Oeste;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5978;3;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Norte;Sim;23.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5979;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Norte;Sim;68.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5980;2;2;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Norte;Sim;97.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5981;1;2;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Sul;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5982;2;0;0;Rede geral de distribuicao;Terra ou Cascalho;2;Casa;Claro;Norte;Sim;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5983;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Sul;Sim;120.0;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5984;1;1;0;Poco ou nascente;Terra ou Cascalho;3;Casa;Claro;Nordeste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5985;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Sul;Sim;78.0;Alvenaria sem revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5986;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Leste;Sim;130.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5987;1;2;2;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Sudeste;Sim;230.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5988;1;2;3;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Sul;Sim;100.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5989;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Sul;Sim;75.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5990;1;3;2;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Sul;Sim;150.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5991;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Oeste;Sim;120.0;Alvenaria sem revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5992;3;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Leste;Sim;145.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5993;3;2;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Sul;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5994;3;2;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Sul;Sim;300.0;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5995;1;2;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Sul;Sim;75.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5996;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Leste;Sim;50.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5997;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Sul;Sim;50.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5998;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Sul;Sim;50.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
5999;2;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Leste;Sim;124.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6000;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Sul;Sim;75.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
7001;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Leste;Não;;Alvenaria com revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
7002;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Sul;Não;;Alvenaria com revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
7003;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Leste;Não;;Alvenaria com revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
7004;4;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;14;Casa;Claro;Norte;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
7005;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Norte;Não;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
7006;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Nordeste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
7007;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Claro;Leste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6014;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Não foi possível obter a informação;Sim;80.0;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6015;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Não foi possível obter a informação;Sim;90.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6016;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Não foi possível obter a informação;Sim;120.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6017;3;2;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Norte;Sim;180.0;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6018;2;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Não foi possível obter a informação;Sim;95.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6019;2;0;0;Poco ou nascente;Asfaltada ou Pavimentada;2;Apartamento;Claro;Não foi possível obter a informação;Não;70.0;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6020;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Médio;Norte;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6021;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Norte;Sim;130.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6022;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;7;Casa;Médio;Leste;Sim;145.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6023;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Nordeste;Não;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6024;2;0;0;Rede geral de distribuicao;Terra ou Cascalho;16;Casa;Médio;Não foi possível obter a informação;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6025;1;0;1;Rede geral de distribuicao;Terra ou Cascalho;8;Casa;Médio;Não foi possível obter a informação;Sim;15.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Tem outra(s) atividade(s)
6026;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;8;Casa;Claro;Não foi possível obter a informação;Sim;40.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6027;1;2;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Escuro;Não foi possível obter a informação;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6028;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Norte;Sim;40.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6029;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Apartamento;Claro;Sul;Não;;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6030;1;1;0;Poco ou nascente;Asfaltada ou Pavimentada;2;Casa;Claro;Sudeste;Sim;60.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6031;1;2;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Leste;Não;60.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6032;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Norte;Sim;70.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6033;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Sul;Não;130.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6034;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Norte;Sim;157.0;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6035;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Norte;Não;50.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6036;3;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Norte;;114.0;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6037;2;0;0;Rede geral de distribuicao;Terra ou Cascalho;3;Casa;Claro;Norte;Sim;32.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6038;1;0;0;Poco ou nascente;Terra ou Cascalho;7;Casa;Claro;Não foi possível obter a informação;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6039;1;0;1;Poco ou nascente;Terra ou Cascalho;2;Casa;Claro;Não foi possível obter a informação;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6040;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Leste;Sim;100.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6041;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Não foi possível obter a informação;Sim;120.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6044;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Norte;Sim;98.0;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6045;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Sul;Sim;80.0;Madeira;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6046;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Sul;Sim;80.0;Alvenaria sem revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6047;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Norte;Não;60.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6048;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;3;Casa;Claro;Não foi possível obter a informação;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6049;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;5;Casa;Claro;Não foi possível obter a informação;Não;;Madeira;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6050;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;10;Casa;Escuro;Não foi possível obter a informação;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6051;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;7;Casa;Médio;Não foi possível obter a informação;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6052;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Apartamento;Médio;Nordeste;Não;;Alvenaria sem revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6053;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Leste;Não;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6054;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Sul;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6055;1;1;0;Rede geral de distribuicao;Terra ou Cascalho;2;Casa;Médio;Sul;Sim;70.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6056;2;1;0;Poco ou nascente;Terra ou Cascalho;3;Casa;Claro;Leste;Sim;140.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6057;1;1;0;Rede geral de distribuicao;Terra ou Cascalho;4;Casa;Médio;Sul;Sim;84.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6058;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;3;Casa;Claro;Leste;Não;62.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6059;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Leste;Sim;60.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6060;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Não foi possível obter a informação;Sim;90.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6061;1;2;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Sudeste;Sim;110.0;Alvenaria com revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6062;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Sul;Não;92.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6063;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Não foi possível obter a informação;Não;95.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6064;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Escuro;Norte;Não;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Tem outra(s) atividade(s)
6065;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Nordeste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6066;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Nordeste;Não;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6067;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Médio;Não foi possível obter a informação;Sim;80.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6068;1;1;0;Rede geral de distribuicao;Terra ou Cascalho;1;Casa;Claro;Leste;Não;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6069;1;0;0;Outro meio;Terra ou Cascalho;7;Casa;Claro;Não foi possível obter a informação;Sim;14.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6070;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;8;Casa;Claro;Nordeste;Não;50.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6071;2;0;0;Rede geral de distribuicao;Terra ou Cascalho;5;Casa;Claro;Não foi possível obter a informação;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6072;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Claro;Norte;Sim;12.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6073;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Norte;Sim;40.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6074;2;2;2;Rede geral de distribuicao;Asfaltada ou Pavimentada;8;Casa;Claro;Norte;Sim;300.0;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6075;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Norte;Sim;40.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6076;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Não foi possível obter a informação;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6077;1;0;0;Outro meio;Terra ou Cascalho;4;Casa;Claro;Não foi possível obter a informação;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6078;1;0;0;Outro meio;Terra ou Cascalho;3;Casa;Claro;Não foi possível obter a informação;Não;40.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6079;1;0;0;Poco ou nascente;Terra ou Cascalho;4;Casa;Claro;Norte;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6080;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Norte;Não;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6081;1;0;1;Outro meio;Asfaltada ou Pavimentada;4;Casa;Claro;Norte;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6082;1;0;1;Outro meio;Terra ou Cascalho;4;Casa;Claro;Norte;Sim;40.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6083;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;4;Casa;Médio;Norte;Sim;;Madeira;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6084;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Norte;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6085;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Não foi possível obter a informação;Não;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6086;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Sul;Sim;110.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6087;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Sul;Sim;90.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6088;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Sul;Sim;80.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6089;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Sul;Sim;70.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6090;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Sul;Sim;80.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6091;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Sul;Sim;48.0;Alvenaria com revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
6092;3;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Norte;Sim;;Alvenaria com revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
